,churn
6154,0
89379,1
43673,0
89756,0
15552,0
31485,1
38663,0
55494,0
14007,1
49070,0
99784,1
65360,1
1251,1
52985,0
21193,0
16959,0
64960,0
32522,0
91351,0
7970,0
90926,1
18942,0
44455,0
66714,0
43953,0
59448,0
27664,0
27396,0
39228,1
94784,1
84533,1
16395,1
94229,0
4592,0
86792,1
87753,1
89683,0
30050,1
47397,1
55546,1
33650,1
43009,0
94403,1
13651,0
25061,0
15705,1
40831,1
3232,1
71005,1
51648,0
74261,0
37460,1
66387,1
46724,0
45672,1
30850,0
30248,1
97523,0
99691,1
58591,1
12161,0
44409,1
62896,1
67693,1
52217,1
25573,0
41232,1
17358,0
50265,1
19975,1
94589,0
68179,1
91502,1
42812,1
48810,1
13999,1
17442,0
1895,0
51095,1
67948,1
54222,0
62335,1
68076,0
85199,0
24928,0
23453,0
73701,1
46851,0
14534,1
74938,0
44349,1
81254,0
82680,0
55905,1
17790,1
6722,0
67103,0
20913,0
53883,0
15719,1
75106,0
5406,0
11483,1
35779,0
43294,1
84586,1
60569,0
86458,1
71412,1
73621,0
4465,1
94802,0
15429,0
91656,0
12570,0
64441,0
64009,1
51509,1
95381,0
22270,1
80300,0
60928,0
61045,0
65526,0
95808,0
42127,0
88471,1
66565,1
68125,0
82684,1
19461,0
86647,0
24222,0
64096,0
67806,1
42998,0
24588,0
38600,0
18158,0
35447,1
13929,0
92150,0
85906,1
12109,1
12755,1
92127,0
69212,1
15149,1
81642,0
55684,1
84559,0
19630,1
18269,0
72383,0
8631,1
21119,1
58721,0
18338,1
17872,1
19743,1
19940,1
93739,1
91109,0
78503,0
19837,0
95819,0
48522,0
30938,1
81939,0
81198,0
97829,0
64951,0
96046,0
46554,1
34510,0
4605,0
21599,1
10215,1
93285,1
40039,1
36831,1
88545,0
35519,1
51036,1
41939,0
57598,0
78577,0
24900,0
49536,1
79489,1
36869,1
8524,1
95020,0
58474,1
95038,0
88832,0
4775,1
85737,0
73560,1
38167,1
18554,1
42140,1
7843,1
2998,1
53026,0
3933,1
20526,1
33265,1
72395,1
52052,1
93917,0
79290,0
31005,1
19739,1
53083,1
68303,0
99022,1
16912,0
62361,1
10678,0
98678,0
64574,1
70921,0
16351,1
34575,0
54053,1
89741,1
97304,0
70897,0
44821,0
53428,0
40135,0
32006,0
9392,1
97219,0
69545,1
45208,0
62804,0
59148,1
47287,1
50664,1
27724,0
8750,0
20383,0
71588,1
62564,0
99508,1
55227,1
80358,1
2562,1
39755,0
29734,1
61722,0
83868,0
64115,0
90239,0
89747,1
32829,0
96955,0
52319,1
38550,0
27020,1
54663,0
75213,1
69040,0
75953,1
32053,0
88387,0
32889,0
12343,0
19207,0
28170,1
55901,1
89624,0
74927,0
27429,1
59083,1
56741,0
4345,1
92503,0
78052,1
13656,1
87832,0
76202,0
99007,1
2570,0
24111,0
96467,1
68936,1
14704,1
10817,0
60792,0
57367,0
5415,1
76689,0
86181,1
21134,0
24211,1
68529,1
57361,1
66675,1
76330,0
83190,0
50650,0
4510,0
11603,0
91951,1
51073,0
57878,0
91070,0
2342,0
70191,1
66575,0
84875,0
66813,1
23131,1
52661,1
13905,0
85623,0
21103,0
97876,1
66388,1
48181,1
90593,1
22498,0
32337,1
25674,1
77495,1
41986,0
43475,0
47047,0
44800,0
33574,0
89718,0
20754,0
42966,1
83780,0
70604,0
16154,0
99056,1
42712,1
68486,1
3784,0
12506,0
53067,1
71398,0
52325,1
40142,0
50204,0
53377,1
17792,1
49452,0
55616,1
93387,0
20525,1
4814,1
31517,0
29675,0
660,1
76283,0
46411,1
2107,1
61481,0
53265,0
83225,1
28819,0
56929,0
84731,1
74866,0
47282,1
49614,1
22099,1
37845,1
86822,0
40479,1
31505,1
73669,1
77153,1
25643,0
24930,1
28728,0
16824,0
5084,1
4232,1
51527,1
25396,1
34335,1
91113,1
41328,1
96266,0
56699,0
26391,0
53809,1
71829,1
85703,0
21672,1
3181,1
9648,1
1457,0
61969,1
48070,0
74074,0
17651,0
66438,0
88369,1
82026,0
37507,1
44236,0
58188,1
2286,1
78451,0
57129,0
65493,1
43858,0
78754,0
43057,0
98718,1
49636,1
7524,1
90271,0
22069,1
56610,1
42653,1
68904,1
51724,0
54937,0
94381,1
8122,1
47509,0
85396,0
59439,1
64025,0
93705,1
30595,0
6840,1
63057,1
66812,0
20078,1
67775,0
23354,0
43144,0
76351,1
75482,1
14017,1
58657,0
64712,0
25807,0
44758,1
25003,0
77168,0
62430,1
87180,0
4961,0
46391,1
39375,0
69633,0
87044,0
60238,1
12733,1
19530,1
73565,1
83944,0
98852,0
21490,1
77313,0
97905,1
85789,0
90313,1
52420,1
69911,0
27254,0
95899,1
36595,0
64854,1
6277,0
84417,0
70168,0
65789,1
71943,1
95487,0
91181,0
71354,0
76729,1
67218,1
16269,1
19231,1
44366,0
32924,1
29840,0
32909,0
96388,1
99721,0
5912,0
38357,0
32466,1
30681,1
74223,1
65389,1
71450,0
54077,1
65483,0
91336,1
4107,1
22505,1
46902,0
57443,1
56856,1
79747,1
26866,1
32556,0
6583,0
96480,0
67949,1
32722,1
97949,1
7621,1
8853,1
87655,0
53887,1
16887,1
49273,1
99421,1
35964,0
99249,1
68447,1
76811,1
47957,1
33870,0
46278,0
15535,0
7267,1
13783,1
42977,1
31002,1
93156,1
3416,1
46412,1
84799,1
62133,1
3040,0
79879,1
86118,0
7094,0
82821,0
75417,0
21564,1
60360,0
62741,0
38431,0
36452,0
36230,1
54167,1
15392,1
93764,1
92937,0
70380,0
68450,1
76025,1
57375,0
78658,0
25727,0
53511,1
27318,1
52901,1
95524,0
12545,1
23842,1
6478,0
78494,1
17384,1
55754,1
34051,1
45784,1
11785,1
90346,1
85019,1
65100,0
10826,0
12373,1
28397,0
14415,0
70510,0
7384,1
12201,1
48929,0
75741,1
70700,0
82007,0
63469,0
89674,1
38340,1
53611,1
31795,1
4807,1
92031,0
44041,0
53767,0
54402,0
71522,0
94413,0
2209,0
41495,1
29640,1
94570,0
59942,0
30071,0
95533,1
25113,1
91633,0
27547,1
64759,0
77603,0
27661,1
23308,1
46516,1
59560,0
9082,0
14824,0
95250,1
38540,0
99937,0
52016,1
1117,1
32971,0
18682,1
84797,0
48179,1
84788,1
53592,1
99972,0
27949,0
15814,0
17525,0
98710,1
79607,1
32569,1
78190,1
99616,1
91689,0
21851,0
7589,0
99133,0
58725,1
79136,0
85031,0
29072,0
87160,1
74318,1
89408,1
89773,1
68684,1
1388,1
2252,1
4519,0
64690,1
85895,0
28619,0
69358,0
43167,1
41683,1
16542,1
92265,0
74424,0
70436,0
35555,0
39703,0
456,0
7783,1
16986,0
71314,0
66152,1
74646,0
37899,0
11851,0
72279,0
31685,0
43817,1
41906,1
82172,0
54955,1
43217,1
59644,1
55996,1
22029,0
81173,0
98843,1
10640,0
49101,1
19525,1
84618,1
81165,1
99751,1
65021,0
61689,1
25336,0
57139,0
26759,0
88959,0
55228,1
60723,1
49755,1
19558,0
81148,1
97819,0
57760,1
47700,1
63407,0
23452,0
30670,0
65737,1
76531,0
74022,0
6129,0
75883,0
48288,1
91048,0
10148,0
39462,0
46795,0
90468,1
18223,0
41486,0
29697,0
52590,1
97073,0
86332,0
32937,1
69484,1
63773,1
49448,1
86097,0
80444,0
27338,0
7456,0
882,0
18827,0
60031,0
1475,0
47507,1
91834,1
66599,1
47872,1
59550,0
61804,0
87194,0
4571,0
74787,1
72729,0
60190,1
95938,0
58159,1
30600,0
49222,1
76263,0
44730,1
57914,1
43422,1
12669,1
18692,1
44018,1
67467,1
33777,1
26473,1
72993,0
25346,0
49231,0
76628,1
87554,0
54022,0
19201,0
38812,1
25647,0
44932,1
39538,1
73187,1
72882,0
64156,0
72114,1
12455,0
59722,0
59099,1
87451,0
34958,1
16957,1
32382,0
48501,0
28641,1
26446,0
40920,1
61717,1
88576,1
88752,0
75241,0
22423,1
59327,1
64201,1
87311,1
33342,0
10126,1
26196,1
7024,1
18194,0
72425,0
13679,0
19242,0
63618,1
23906,1
25161,1
26856,1
69333,1
46064,0
31635,0
69218,1
25981,1
94609,1
4392,1
85702,0
73799,1
27406,1
43193,0
7343,0
73962,1
8018,0
25013,1
58712,1
5953,0
56483,1
86894,0
28192,0
45324,0
67277,1
13540,0
9948,0
4573,0
12595,0
56022,0
21664,1
73173,0
63923,1
72663,1
46984,0
13289,0
29832,1
19580,1
6821,0
29139,0
319,0
55193,0
74506,0
86970,1
85637,0
45961,1
29045,0
10344,1
26086,0
18056,0
4601,1
11273,1
34604,1
86255,1
94495,0
186,0
32681,0
20182,0
99709,1
66455,0
98680,0
10780,0
63283,1
27656,0
75031,1
61160,1
87663,0
82556,0
36419,0
53664,0
67501,1
96311,0
70027,0
91350,0
45981,1
6444,1
3176,1
84681,0
36364,0
82505,1
10495,0
96379,0
93932,0
89476,0
53822,1
28643,0
22450,1
55248,1
4993,1
91714,0
9949,0
10509,0
3702,1
15728,0
73317,1
99243,0
51726,1
60562,1
57199,1
72294,1
29701,1
35108,0
61864,1
75991,0
32332,0
71393,0
87169,0
31669,0
44827,0
42595,1
61179,1
20825,1
91861,0
42594,0
98870,1
69463,0
41166,0
41704,1
74055,1
23087,1
23362,1
57716,1
15238,1
59434,1
13561,1
99369,1
72194,0
73582,0
60572,1
66530,0
4494,0
46741,1
25515,0
14652,1
61928,0
61428,1
94293,0
20556,0
49447,1
63691,1
57528,1
74487,0
86277,0
13987,1
40302,1
20484,0
83727,0
44746,0
83717,0
91288,0
92467,1
96148,0
38258,1
99260,0
5709,0
43336,1
5303,0
23518,0
78929,1
24026,0
67538,0
9002,0
31060,1
5141,1
21889,0
24953,1
33179,1
90532,0
16639,0
67552,1
61089,1
5501,0
47799,0
37370,0
61755,1
23672,1
96905,0
30530,0
92365,0
6516,1
80776,0
82065,0
56179,0
23037,0
85686,1
887,1
30722,1
13911,1
23217,1
46563,1
71505,1
38123,1
47115,0
72120,1
4924,1
29773,0
39370,1
81245,0
12196,0
45914,0
82970,0
24681,1
18113,1
1499,1
45505,0
67071,0
65056,0
40214,1
68706,0
30596,1
97275,0
48875,1
39390,0
93138,1
39637,1
99742,1
35553,0
76522,0
10358,0
30855,1
28775,0
25818,0
39600,1
78748,1
6723,1
742,1
12149,0
22231,1
90882,0
3023,1
15511,1
19389,0
88701,0
49857,1
17374,1
84431,0
16365,1
74414,1
83678,1
80357,0
35406,0
68957,0
86060,1
80221,0
38854,0
18707,1
93515,0
56236,1
24143,0
52923,1
89229,1
57544,0
28614,1
22487,0
50882,0
50962,1
71680,0
50889,1
29815,1
47242,1
86539,1
63981,1
15050,1
41502,0
98021,0
85095,0
87222,1
8263,0
38114,0
7659,0
65934,1
75287,1
96782,0
33605,0
82838,1
30744,0
15623,1
47627,1
68092,0
50618,0
56984,0
19366,1
96658,0
66854,1
85787,1
83896,0
41689,0
61737,1
90464,0
93372,0
54652,0
28973,1
22048,0
42128,1
78283,0
52047,0
82289,0
85655,1
48065,0
48525,1
54500,0
93349,0
57229,0
10616,1
52239,1
54748,1
26403,0
29033,1
81317,0
55663,0
4911,0
64789,1
24315,1
93469,1
66092,1
12800,0
49477,0
29870,1
77034,0
19410,0
35663,0
68104,0
80243,0
33894,1
10499,1
59264,1
10764,0
15061,1
15736,1
42192,0
34864,0
80393,1
20031,1
45344,1
29422,1
63472,0
36403,1
87963,0
65457,1
25221,0
3408,0
20498,1
50022,0
34202,1
15609,1
93745,1
29705,1
92493,0
58669,1
1624,1
5160,1
96803,0
18701,0
33778,1
18601,1
98815,0
95281,0
99092,1
82117,1
36189,1
43219,1
69122,1
25382,0
2295,1
9931,1
26989,0
44837,0
43350,0
77607,0
67497,1
97842,0
57173,0
10397,1
3448,1
95724,1
23843,0
6354,1
38821,1
82848,0
33192,1
84684,0
21820,0
13126,1
86863,0
22278,1
87266,0
86111,1
85370,1
86262,0
75497,1
45837,1
88378,0
50831,1
49289,0
59698,1
97123,0
34660,0
65628,1
42885,1
71778,0
10770,0
40071,0
67477,0
63038,1
61302,0
49501,1
76741,0
71370,1
38088,0
62187,0
52537,0
34888,1
88956,1
12054,0
61836,1
73688,1
85156,0
85521,0
7058,0
13638,1
29097,0
15366,0
7026,0
39517,0
37,1
35288,0
48890,1
54349,0
20947,0
76264,0
52695,1
49894,1
39871,1
89187,1
11327,1
55377,0
56750,1
34253,0
25785,0
30247,1
92660,1
15748,1
93271,1
76771,0
87028,1
72746,1
96352,1
73031,0
15254,1
84298,1
39347,0
13338,1
82333,0
60220,1
93184,0
25495,0
80788,0
99792,0
6296,1
85026,1
86530,0
48709,1
5635,1
85661,1
53056,0
93365,1
65128,1
48050,0
48346,1
74468,0
35974,0
64589,1
4388,1
91491,0
84425,1
81856,1
76784,0
926,0
30860,0
25868,1
95214,0
7701,1
94980,0
34965,0
30185,0
21647,0
90277,1
44909,0
18318,0
64796,1
88105,0
28241,1
88226,0
9009,1
8216,0
1250,1
65280,0
72427,0
26681,1
81156,1
14000,0
70984,0
21016,0
15398,0
26804,1
26011,0
68682,1
36158,1
54420,0
69550,1
13188,1
92650,0
20175,0
38636,1
13200,1
4475,0
4839,0
65535,1
61405,0
54768,1
10239,0
74120,0
31404,0
73186,0
28094,1
75490,1
59163,1
97257,0
79605,1
90625,0
17090,1
48061,1
72273,1
63029,0
97359,0
20394,1
45588,0
34712,1
70505,1
46298,0
15007,0
18710,0
18419,1
29398,0
66372,1
21033,1
89342,1
96402,0
92976,0
76194,0
56917,0
79764,1
32833,1
3118,0
50920,1
59734,1
27013,0
68335,0
28109,1
84662,0
76646,0
75058,1
72616,1
28419,0
95371,0
70092,0
61526,0
33631,0
88501,1
9435,0
87805,1
56883,1
86312,0
61688,1
5062,1
77082,1
63395,0
84358,0
37297,1
39845,1
16406,0
46209,0
19180,1
6235,1
19958,1
16448,0
53733,1
79270,1
21378,1
97062,1
96463,1
77250,1
10804,1
13365,1
84404,1
24717,0
82305,0
16295,1
7296,0
81494,0
23653,1
30848,1
29046,1
8608,0
67735,0
44777,1
69223,0
14583,1
92071,0
98862,0
68867,0
15578,0
69085,1
549,1
67042,0
8143,0
89010,1
96432,1
43337,1
76803,0
49291,0
26570,0
97627,1
96391,0
23998,1
76857,0
20339,1
17167,1
53578,1
10052,1
96668,0
70729,1
46831,1
29529,0
85613,0
91985,0
49131,0
12163,0
31883,0
11519,0
7668,0
35044,0
21794,0
26057,1
71863,0
80495,0
70874,0
32632,0
33212,0
84631,0
6073,1
73871,1
41001,1
31745,0
8534,1
30156,1
27703,0
80919,1
19576,1
79280,1
63135,1
23038,1
45778,0
65895,0
45719,1
65014,1
77416,0
32249,1
64910,0
22592,1
98359,0
67985,0
614,0
79753,1
26944,1
40950,1
68168,0
18782,1
72672,0
12785,0
65601,1
38767,0
94804,0
45918,0
29806,1
82674,0
63324,0
88258,0
29869,0
62606,0
99226,0
7361,1
35925,0
24576,1
82725,1
39926,0
44711,1
90840,0
51822,1
99720,1
67349,0
56594,0
90458,0
13415,0
57705,0
44256,1
12999,0
5916,0
60491,1
39080,0
74240,0
70469,1
59754,1
70327,1
29334,1
889,1
94737,1
12544,1
82335,1
13947,0
89761,0
73890,1
87828,1
80099,1
94536,0
76982,0
35973,1
23086,1
16671,1
20749,1
19877,0
98362,0
96775,1
18968,0
27200,1
69504,0
47916,1
74480,1
81510,0
32494,1
28351,0
7275,0
37259,1
30913,0
4773,0
68917,1
98837,0
79282,1
57448,1
43380,0
83871,0
10824,0
73907,1
73973,1
37431,0
76307,1
36770,0
76350,0
1069,1
32044,1
43653,0
66408,0
84800,0
90994,0
7811,0
34199,0
46818,0
32873,1
73505,0
57469,0
91399,0
71050,1
54786,0
27486,0
44632,1
72133,1
82042,1
13723,0
90864,1
74612,1
56621,0
70318,1
83327,0
73818,1
66985,0
58602,1
71340,1
58958,0
86555,1
81600,1
63868,1
93386,0
37097,1
89949,1
11527,0
29338,1
32948,0
14627,1
13281,0
92803,1
50521,0
20096,0
90966,0
78023,1
54902,0
39623,0
29237,1
79691,0
80868,0
76028,1
70308,1
3035,0
1071,0
31683,1
18587,0
96521,0
23661,1
14967,1
81741,0
17113,1
27158,0
14465,1
25933,0
65913,1
74838,1
22609,1
71775,1
3299,0
99452,0
89126,0
75716,1
27278,0
29326,0
71830,1
99479,1
19802,0
18171,0
90403,1
86431,1
63839,1
1650,0
44166,0
52579,0
66480,1
21136,0
61371,1
4598,1
64006,1
59676,1
35366,1
39795,0
30965,1
55424,1
33935,1
43959,0
40118,0
60500,0
77426,0
55421,0
53892,1
43113,1
83771,0
2325,0
33529,1
63003,1
82856,0
68556,0
25036,1
50336,0
59714,1
35749,1
71185,0
45384,1
21669,0
61633,0
91199,0
43301,0
60754,0
32635,1
35563,1
91189,1
81732,1
2143,0
3997,0
80547,1
22521,1
2818,0
8808,1
30563,1
88560,0
23939,1
65769,0
16879,1
73301,1
29865,1
89995,0
27358,0
96605,0
9598,0
53812,1
6040,1
41340,0
63405,0
61547,1
65611,1
1612,1
51149,0
25216,0
36703,1
62254,1
17830,0
46065,0
22148,0
61557,1
95419,1
62638,0
40407,1
64894,1
29937,1
89273,0
3348,0
54910,1
70198,1
95528,0
3196,0
27083,1
36289,1
49192,1
9871,1
29418,0
17317,1
23744,0
70082,1
82846,0
94247,0
60395,1
22845,0
12182,1
18369,0
90759,1
28316,1
97929,0
38673,1
87385,1
4435,0
51239,0
56799,1
33680,0
30912,1
1139,1
80932,0
16132,0
43062,1
36862,0
11675,1
63239,1
80953,1
53754,0
62566,0
16712,1
23674,0
7663,0
98633,1
97845,0
10638,0
57515,1
88625,0
13389,0
73263,0
39742,1
13743,0
35173,0
60777,0
81540,1
80732,1
26678,0
41407,1
56444,0
73003,0
39251,0
43686,1
60345,0
91578,1
73058,1
26120,0
46027,0
1026,0
18328,1
29437,1
19268,1
59557,1
27748,0
32295,0
47743,0
62621,0
58893,0
63187,0
73303,1
16621,0
22481,1
97360,0
26283,1
25942,0
89627,0
90563,0
2609,1
29291,1
97650,1
57281,0
56421,1
6804,1
74583,1
34312,1
26815,0
60529,1
28454,1
49751,0
30018,0
93689,1
18044,1
21844,0
82541,0
12905,0
71821,0
85795,0
91180,1
58917,1
73740,0
27654,1
651,0
54264,1
43630,0
73384,1
41145,1
44541,1
89418,0
70519,1
6697,1
41964,1
3446,0
38700,1
81826,1
19062,0
34394,0
70997,1
77590,0
65636,0
14002,1
96279,0
83520,0
78852,0
98438,0
17785,1
60942,1
70251,0
31794,1
17745,0
29043,0
62672,1
4357,0
69278,0
98007,0
86313,0
87198,1
27025,0
41347,1
36424,0
62536,1
74858,0
85791,0
98426,1
53677,0
82164,0
2218,1
63194,1
4922,1
11712,1
56515,1
12970,1
88870,0
54936,1
35400,0
97717,1
68750,1
90293,1
15771,0
75097,0
2952,1
58837,1
931,0
68034,1
7353,0
24861,1
77881,1
73552,0
45361,1
16137,0
58254,1
51120,1
57422,1
66249,0
81312,0
75463,1
1084,0
67844,0
9629,1
38844,1
37441,0
91569,0
55105,1
97309,0
98136,0
14635,0
69319,1
93730,0
34701,0
24339,0
96281,0
16387,1
25723,1
15695,1
89525,0
63256,0
84033,1
70903,1
78154,1
70538,0
121,0
85537,0
37933,1
48204,0
55738,1
17762,1
94299,1
4281,1
35394,1
78459,1
72583,1
26044,0
41146,1
37044,1
13343,1
40876,1
15523,1
87969,1
43548,1
39510,1
24034,0
91145,1
89914,0
7937,0
19505,1
13919,1
49057,1
68364,1
78605,0
18957,1
6123,1
45450,1
34911,0
37712,1
15000,1
94075,1
43101,1
86104,1
49217,0
51664,1
35793,0
83410,0
2801,1
48838,1
33197,1
30253,1
30920,0
1436,1
25700,0
27950,1
28081,1
40255,1
79234,0
53165,1
62717,1
73096,1
54001,1
49125,1
869,0
12661,0
73830,1
57523,1
46101,1
25718,0
10899,0
34969,1
65756,1
12158,1
97710,1
72170,1
18359,1
60980,1
14304,0
3999,1
66101,0
22800,1
37188,1
78258,0
78812,1
50182,0
9023,1
26691,1
65875,1
12058,0
69625,1
27286,1
3358,0
36187,0
87155,1
96343,0
25096,1
38476,0
11434,0
69392,1
55495,1
25337,1
93144,0
435,0
77803,1
47675,0
22590,0
44607,0
63703,1
39416,0
79618,1
32634,1
22319,1
73381,1
50672,1
10098,0
60083,1
55428,1
88827,0
92893,0
11585,0
84067,0
65476,0
31806,0
46488,1
34037,1
93966,0
35930,1
8525,0
81712,0
95519,0
21374,1
74224,1
30773,0
18234,1
84335,0
2364,0
37482,1
89896,1
45129,0
95108,0
72995,0
38994,0
94486,0
92610,0
78064,0
4444,1
7011,0
48415,1
8061,1
32178,1
69151,0
97815,0
24997,0
22676,0
83465,0
80806,1
18195,1
79261,1
55885,1
47464,0
39040,1
66020,0
23876,1
84291,0
95505,0
58813,1
71770,0
67765,1
35655,0
48699,0
60193,0
85263,0
81854,0
91513,1
35263,0
92775,0
12040,0
59855,1
7430,0
26797,0
54805,0
45865,1
24263,0
9230,1
6081,0
93990,1
97864,0
14801,0
24252,0
15678,1
96170,1
72307,0
45459,1
55128,0
61406,1
95305,0
50311,1
64611,1
49790,1
94786,0
85713,1
761,0
8572,1
38590,1
51376,0
77678,1
66431,1
35016,1
83360,0
29668,0
29140,1
26370,0
90072,1
11228,0
36375,1
33846,1
80426,0
55205,1
19810,0
10787,0
33664,0
75705,0
35006,1
53180,1
23716,0
13962,1
45563,1
95930,1
84798,0
44213,1
3428,1
89331,0
13474,1
51125,0
9376,0
70563,0
20401,0
17551,0
40898,0
99674,1
9617,1
59190,1
40542,1
84914,0
98920,1
84009,0
59096,0
96326,0
45589,0
11384,0
48270,0
11028,1
92074,0
36914,0
39021,1
37244,1
21731,1
306,0
5003,0
94829,1
86339,0
91798,0
36970,1
81792,0
58697,1
80385,0
76735,1
66830,1
96209,0
57007,0
57653,0
47001,1
25811,1
77908,1
81617,0
50705,1
62620,1
56509,1
3694,1
76155,0
71901,0
64403,0
29004,1
12731,1
81751,1
70781,1
40152,0
10547,1
6663,1
56733,1
96327,1
97012,0
50810,1
81050,0
95680,0
96939,0
10950,0
59736,1
17129,0
60983,0
49008,1
2446,1
26927,1
68329,0
72271,1
57884,0
46928,1
27373,0
72948,1
21706,1
24167,1
25926,1
67969,1
30926,0
15821,1
70496,0
31648,1
60036,1
82987,0
53717,0
48390,0
43088,0
37621,1
10892,0
44141,1
61527,0
54649,0
20242,1
32596,1
54211,1
82147,0
4751,0
75942,0
81780,0
20266,0
76893,0
68637,0
89118,0
45643,1
26248,0
4702,0
83689,1
23856,0
11820,1
88876,0
20072,1
52714,1
66798,1
51427,1
24781,0
43710,1
26100,0
79727,0
20759,0
75536,0
75764,0
93786,0
25803,0
97875,0
16678,1
11610,0
91883,0
5572,1
11915,0
70042,1
30886,0
86993,1
99333,0
25789,1
87269,1
47475,1
92622,1
33057,0
5763,0
90756,0
46913,1
48923,0
31749,0
56131,1
62103,1
36253,1
45008,1
39725,0
25586,0
52937,1
873,1
86875,1
83855,0
21512,1
37587,1
72113,0
79898,1
39743,1
64676,1
24109,0
90597,1
15849,1
3036,0
73070,1
37003,0
115,1
88669,0
67733,1
32246,0
76885,0
10846,0
75381,0
53516,0
32566,0
94815,0
49359,1
96270,1
38916,0
89651,0
55396,0
19172,1
27817,0
75752,1
62367,1
80268,0
14613,1
16432,1
62587,1
61669,1
35747,0
46114,1
82278,0
5707,0
64226,0
50947,0
7414,1
99459,1
87841,1
13318,1
95633,1
25886,1
16622,1
39071,1
38452,0
15331,0
83820,1
55283,1
58500,1
33036,0
1884,0
42765,1
54563,1
41205,1
4495,1
97139,0
98763,0
81253,0
44357,1
28665,0
14242,1
97485,0
39323,0
84366,1
44396,1
6853,1
89990,1
87488,1
66520,1
75460,0
37901,0
32139,1
38558,1
86271,1
35194,1
25988,0
27892,1
95791,0
9196,0
3311,1
74584,1
60871,1
61024,0
76738,0
79872,0
24237,0
39436,0
90624,1
4588,0
41515,0
11155,1
39116,1
69873,0
99864,0
19640,0
45606,1
31261,0
61562,0
47654,1
84924,0
58042,1
29040,0
86926,1
74883,1
31082,1
82216,0
93044,0
74369,1
60973,0
26809,1
59642,0
17061,1
92241,1
47378,0
90643,1
81637,1
57898,0
98504,0
43278,0
45268,0
41580,1
86681,1
92319,0
58119,1
17958,0
25970,1
7378,0
81744,0
79039,1
73347,1
44513,0
21002,1
73532,0
96673,0
84348,0
62920,0
74654,0
98478,0
43480,1
86630,1
34785,1
35701,0
38592,1
93497,0
24071,0
34968,1
27448,1
60353,0
9822,1
5880,0
93182,0
17159,1
58829,1
59769,1
87649,0
46745,0
11158,1
73065,1
5838,1
21227,0
15727,1
40226,1
1271,0
90561,1
29922,1
5541,1
41659,1
97105,0
33452,0
60195,0
26006,1
19403,0
11271,0
22991,0
65225,1
92809,0
32449,1
32089,1
49439,1
20888,1
50423,1
48749,1
25676,1
486,1
19393,0
60165,0
66732,0
11129,1
92538,0
97001,0
69676,1
10688,0
12688,0
74167,0
59498,0
49968,0
51178,0
9793,0
30360,1
20264,0
53917,1
22889,1
73357,1
82925,0
12740,0
21173,0
3864,1
53034,1
61062,0
52573,0
51262,1
34012,1
7981,0
22472,1
66800,1
89011,0
93950,1
5128,0
903,0
27333,0
22274,0
37865,1
40588,0
12695,1
58108,1
52034,1
66960,1
68273,1
35255,1
15501,1
69831,0
1354,0
4936,0
21665,1
85618,0
38726,0
4750,1
95062,1
5580,1
76598,0
22448,0
12907,0
13398,1
91434,1
59449,1
59910,1
80096,0
608,0
9199,1
84712,0
66226,1
67692,0
51851,1
85649,0
13766,0
91238,0
58997,0
81872,1
17332,0
83765,1
87171,1
72416,1
62046,1
23606,0
68145,1
95660,0
98436,0
7214,1
6037,1
94340,0
48093,0
20399,1
3085,1
3136,1
63403,0
85954,0
10441,0
24099,1
66492,0
49874,1
88873,1
90204,0
65421,1
34959,1
58791,0
45391,0
53936,1
78197,0
10618,0
5045,1
90378,0
90496,0
48397,0
65148,1
46315,0
64516,1
63222,0
86551,0
17479,1
15595,0
1826,0
79223,0
67039,1
22646,0
40850,0
19193,0
44215,0
96101,0
71549,1
85744,0
41040,1
69014,1
8713,0
79797,0
53572,1
32409,0
32451,0
43986,0
95928,0
97195,0
58818,1
91008,0
96396,0
30317,0
49937,1
16511,1
96031,0
32092,1
26477,1
84423,0
22776,1
1350,1
49696,1
63449,0
91504,0
44540,1
96035,0
12011,1
89806,1
93896,0
151,1
99020,1
22431,1
60126,0
25614,0
7098,0
93475,0
71124,1
59464,1
65812,1
25092,1
56113,0
7591,0
41118,0
56549,0
14485,0
86409,0
32263,1
6769,0
81318,1
69401,1
78597,0
88897,1
88846,1
83496,1
63452,0
67546,1
95095,1
30134,0
98532,0
5870,0
61779,0
41441,0
3658,0
63690,0
64099,0
90426,1
23173,0
98746,0
77411,0
21357,1
76830,0
23333,1
920,0
94060,0
22344,0
47923,1
44251,1
65064,0
98970,1
40095,1
32774,0
59238,1
78615,0
22869,1
24011,0
94720,1
97446,0
49717,0
89679,0
77198,1
3610,0
96541,1
79278,0
34580,1
83227,1
52094,0
72140,0
98425,0
10136,0
31990,0
71188,1
76753,1
29331,1
5464,1
58878,1
53181,1
86699,0
52912,0
59146,1
36248,0
6592,1
63930,0
71786,1
32676,0
17124,0
75165,0
80739,0
77336,1
86155,0
3251,0
40974,1
93891,0
92201,0
12075,1
34585,0
7266,1
77050,1
63945,1
37876,1
82772,1
29592,1
91720,0
4255,1
12915,1
32037,0
86371,1
38408,0
59920,0
5965,0
22491,1
34300,1
88691,0
89760,1
41747,1
51863,1
35852,0
54438,0
11617,0
99283,1
8973,1
83491,0
33553,0
29970,0
91398,1
48399,1
30573,1
43793,0
25654,1
63327,1
86198,0
98738,0
44973,0
36945,0
26884,1
69072,1
42380,1
61915,1
66123,1
23306,1
87924,0
29161,0
